geo_id,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,median_rent,percent_income_spent_on_rent,commuters_16_over,commute_less_10_mins,commute_35_44_mins,commute_60_more_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,employed_pop,unemployed_pop,not_in_labor_force,pop_in_labor_force,bachelors_degree_or_higher_25_64,commuters_by_bus,commuters_by_subway_or_elevated,commuters_by_carpool,group_quarters,households_public_asst_or_food_stamps,no_cars,pop_determined_poverty_status,poverty,gini_index,county,city,zip_code,internal_point_lat,internal_point_lon,area_land_meters,area_water_meters
12490,28,14,14,,28,0,0,0,0,0,0,28,0,14,,,56,,,14,0,0,0,0,0,14,0,0,0,,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14,14,14,0,0,0,0,0,0,28,14,,"",Mid-Hudson,12490,42.1228539,-73.9244763,1352673,8150
12961,212,160,52,53.4,164,0,0,48,0,0,0,164,0,115,,14602,115,,,14,0,0,0,0,0,0,0,14,0,,30,0,24,0,0,13,35,0,0,0,13,0,0,0,0,0,14,0,176,14,0,0,0,0,0,74,0,212,102,0.3612,Essex,Moriah center,12961,44.057111,-73.5495392,10361538,0
13062,40,17,23,42.4,40,0,0,0,0,0,0,40,0,16,,26920,38,,,15,8,0,0,7,0,0,0,0,0,,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,18,15,15,0,0,8,0,8,0,40,18,0.4024,Tompkins,Etna,13062,42.4840947,-76.3843763,467185,16933
13087,66,40,26,62.5,66,0,0,0,0,0,0,66,0,36,62500,40245,47,,,9,3,0,0,3,0,0,0,3,0,,0,11,0,0,0,0,0,0,3,4,3,4,6,3,2,0,9,6,45,15,6,0,0,0,0,0,0,66,11,0.4075,"",Syracuse,13087,42.7085968,-76.15405,531556,435247
14035,77,36,41,38.2,77,0,0,0,0,0,0,77,0,22,,16825,22,,,16,0,0,0,0,0,0,0,0,16,,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,25,16,0,0,0,0,0,16,0,77,6,0.235,"",Buffalo,14035,42.4907781,-78.8483891,591781,0
14112,18,0,18,,18,0,0,0,0,0,0,18,0,18,,,18,,,18,0,0,0,0,0,18,0,0,0,,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,18,0,,"",Buffalo,14112,42.6979629,-78.9399528,103462,0
12911,25,19,6,25.9,25,0,0,0,0,0,0,25,0,6,,27464,6,,,19,5,0,0,0,0,14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,6,19,0,0,0,0,0,0,0,25,0,,Clinton,Au sable chasm,12911,44.5215138,-73.4608808,246367,109324
12436,39,19,20,,39,0,0,0,0,0,0,39,0,39,,,566,,,20,0,20,0,0,0,0,0,0,0,,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,20,0,19,20,0,0,0,0,0,0,0,39,0,0.0595,"",Mid-Hudson,12436,42.1957587,-74.0778206,39763595,358425
14788,73,41,32,63.8,46,1,0,24,2,0,0,49,1,32,,26790,32,,,21,0,0,0,21,0,0,0,0,0,210,0,0,0,0,0,0,23,0,0,0,0,0,9,0,0,0,21,0,50,21,0,1,0,1,19,0,0,68,7,0.2517,Cattaraugus County,Weston Mills CDP,14788,42.0619905,-78.380108,545002,0
11931,44,11,33,16.5,44,0,0,0,0,0,0,44,0,11,,,114,,,22,0,0,0,0,11,0,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,0,0,22,11,0,0,0,0,0,0,44,0,,Suffolk County,Aquebogue CDP,11931,40.9342719,-72.6123912,1169259,243588
12438,32,19,13,35.5,9,0,13,0,0,0,10,32,9,9,,,82,,,22,13,0,0,0,0,9,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,0,0,22,9,0,9,0,0,0,0,32,0,,"",Mid-Hudson,12438,42.2048993,-74.6010062,1137339,107472
10199,148,47,101,23.6,70,0,78,0,0,0,0,148,0,55,,,55,,,23,0,23,0,0,0,0,0,0,0,,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,101,23,46,0,0,0,0,0,55,148,78,,"Bronx County, Kings County, New York County, Queens County, Richmond County",New York city,10199,40.7513831,-73.9971519,65414,0
13674,145,60,85,5.6,145,0,0,0,0,0,0,145,0,31,,13092,80,,,23,0,0,0,23,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,23,0,38,23,0,0,0,0,0,0,0,145,0,0.1589,Jefferson County,Pierrepont Manor CDP,13674,43.7385605,-76.0481803,1469036,51800
12933,52,27,25,45.6,41,0,0,11,0,0,0,41,0,25,,24952,28,,,25,19,0,0,0,0,0,0,0,6,,0,0,0,0,10,0,0,0,0,0,12,0,0,3,0,0,25,0,22,25,13,0,0,0,0,0,0,52,0,0.2966,"",Plattsburgh,12933,44.8909939,-73.8453405,70856,0
13301,108,43,65,64.6,108,0,0,0,0,0,0,108,0,43,88125,36771,134,,,26,0,8,0,9,0,0,0,9,0,,0,0,0,0,8,0,0,0,0,0,0,27,0,0,8,0,26,0,65,26,17,0,0,18,0,0,0,108,0,0.2453,Oneida,Alder creek,13301,43.4160499,-75.2181751,6328578,423296
14542,60,26,34,60.8,46,0,0,14,0,0,0,46,0,35,,23187,35,,,15,0,0,0,5,0,0,0,5,5,,0,0,6,14,0,0,0,0,0,10,0,5,0,0,0,0,20,6,29,26,5,0,0,0,0,14,0,55,11,0.3073,"",Rochester,14542,43.1473293,-76.8601212,4793791,0
13692,64,29,35,73.4,64,0,0,0,0,0,0,64,0,39,41964,26136,320,,,27,9,0,0,0,0,14,0,4,0,,5,0,0,4,0,5,0,7,0,0,18,0,0,0,0,0,27,0,37,27,0,0,0,0,0,0,0,64,5,0.2688,Jefferson County,Thousand Island Park CDP,13692,44.2887928,-76.0262918,706799,0
12736,58,36,22,50.6,51,0,0,7,0,0,0,51,0,32,35714,23990,133,,,24,4,0,5,0,3,5,7,0,0,,10,0,4,0,0,0,7,3,0,0,0,5,0,0,3,0,24,3,27,27,4,0,0,5,0,0,0,58,13,0.518,Sullivan,Fremont center,12736,41.8528434,-75.0217538,15762746,998
12194,121,55,66,39.7,116,0,0,0,0,0,5,121,0,50,41667,22760,119,,,18,0,0,11,0,5,0,0,0,2,,0,0,5,5,5,0,2,14,4,4,1,5,0,2,3,0,22,5,61,27,12,0,0,0,0,7,5,121,8,0.3358,Schoharie,West fulton,12194,42.5284622,-74.4476308,39961919,22439
12922,39,22,17,52.8,38,1,0,0,0,0,0,39,0,20,,29195,128,,,22,3,2,10,0,0,4,0,0,3,,0,4,0,0,8,0,0,0,0,1,0,2,3,2,0,0,22,6,8,28,4,0,0,0,0,0,0,39,4,0.419,St. Lawrence,Childwold,12922,44.2866138,-74.7021138,113875935,3637443
11973,43,29,14,20,7,15,14,7,0,0,0,36,0,0,,6967,143,,,15,0,0,0,15,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,14,29,7,0,0,0,43,0,0,0,0,,"",Mid-Island,11973,40.8677198,-72.8827205,11340138,11091
13450,42,28,14,62.3,33,4,0,0,0,0,5,42,0,27,51328,32645,49,,,29,0,16,0,0,0,6,7,0,0,,0,2,3,0,0,0,0,0,0,16,4,2,0,0,0,0,29,0,7,29,0,0,0,7,0,0,2,38,2,0.2046,Otsego,Roseboom,13450,42.7019266,-74.8102973,6166732,0
14135,123,83,40,59.9,120,0,0,0,0,0,3,123,0,75,,20494,85,,,22,12,0,5,0,5,0,0,0,0,,0,41,0,0,0,5,0,5,5,7,12,0,0,0,0,0,22,9,87,31,5,0,0,0,0,0,5,123,6,0.3347,"",Buffalo,14135,42.4876943,-79.2408999,2676215,0
12973,86,44,42,58.8,86,0,0,0,0,0,0,86,0,41,46250,26452,108,,,29,4,6,0,0,4,6,7,2,0,,6,0,0,3,0,4,6,1,1,5,4,8,2,0,0,1,31,0,43,31,8,0,0,2,0,0,0,86,13,0.3758,"",Plattsburgh,12973,44.2876768,-74.5947059,92427907,3114247
12722,92,63,29,69.5,92,0,0,0,0,0,0,92,0,63,,41823,112,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,0,0,31,0,0,0,0,31,0,61,31,0,0,0,0,0,0,31,92,0,0.1143,"",Mid-Hudson,12722,41.5906341,-74.3743037,720906,0
12131,85,47,38,49.3,83,0,0,2,0,0,0,83,0,29,58750,28862,76,,,27,6,2,2,2,0,7,3,3,2,,1,2,2,0,0,0,3,2,2,3,3,3,2,1,4,1,34,0,40,34,10,0,0,3,0,0,2,83,13,0.4183,Schoharie,North blenheim,12131,42.4533706,-74.4639128,18295618,1048683
14169,94,21,73,42.6,94,0,0,0,0,0,0,94,0,48,31765,19982,48,,,34,7,0,0,0,0,0,0,27,0,,0,0,0,0,0,34,0,7,0,0,7,0,0,0,0,0,34,0,34,34,0,0,0,0,0,7,0,94,0,0.1496,"",Buffalo,14169,42.7661436,-78.5236975,798188,0
12872,47,16,31,49.7,47,0,0,0,0,0,0,47,0,21,29519,13426,68,,,33,25,4,0,4,0,0,0,0,0,,0,0,0,0,13,4,4,0,0,0,0,0,0,0,0,0,36,0,11,36,0,0,0,0,0,0,0,47,0,0.0489,"",Glens Falls,12872,43.8746558,-73.7344175,789016,0
13415,66,27,39,29.9,60,0,0,6,0,0,0,60,0,26,48750,25823,26,,,36,10,2,4,0,3,0,11,6,0,,0,0,3,0,0,0,0,10,0,3,3,3,0,4,0,0,36,0,17,36,11,0,0,17,0,0,0,66,19,0.3078,"",Utica,13415,42.596494,-75.1984734,5126775,0
14774,74,47,27,30.8,73,0,0,1,0,0,0,73,2,26,65417,24281,26,,,29,12,8,0,0,0,9,0,0,0,,0,0,1,0,0,0,0,2,7,0,8,0,5,3,0,0,29,9,16,38,5,2,0,0,0,3,2,74,5,0.2452,Allegany County,Richburg village,14774,42.0883673,-78.1490925,461338,0
13794,70,37,33,29.3,70,0,0,0,0,0,0,70,0,19,43125,11507,28,,,30,5,6,5,0,0,0,0,5,9,,0,0,5,0,0,3,0,6,0,0,5,0,0,0,0,0,30,8,0,38,7,0,0,0,0,11,0,59,0,0.2516,"",Binghamton,13794,42.3932376,-76.0137195,1858465,0
14756,70,49,21,45.6,70,0,0,0,0,0,0,70,0,45,38650,35153,125,,,40,15,0,0,0,25,0,0,0,0,,11,0,0,0,0,0,25,0,0,0,0,0,0,9,0,0,40,0,30,40,35,0,0,0,0,0,0,70,11,0.4739,"",Jamestown,14756,42.1980388,-79.4212737,355129,0
14752,263,75,188,63,263,0,0,0,0,0,0,263,0,153,,23714,252,,,34,16,9,0,0,0,9,0,0,0,,0,62,17,0,8,26,0,0,9,0,9,7,7,0,8,0,42,0,180,42,8,0,0,0,0,62,7,263,114,0.4889,"",Jamestown,14752,42.3517275,-79.3198568,649518,0
10932,104,31,73,64.5,85,0,0,19,0,0,0,85,0,49,,32085,49,,,42,0,0,0,24,18,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,42,0,62,42,24,0,0,0,0,0,0,104,19,0.3977,"",Rockland,10932,41.4821604,-74.4642848,386531,1009
12465,199,104,95,60.8,199,0,0,0,0,0,0,199,0,92,56500,30075,386,,,34,9,0,5,0,5,9,0,0,6,,11,0,5,4,0,5,9,0,9,11,11,10,8,0,9,0,38,6,145,44,40,0,0,0,0,27,6,193,38,0.3975,Ulster County,Pine Hill CDP,12465,42.1571532,-74.4600165,7480756,25678
13847,84,41,43,27.7,84,0,0,0,0,0,0,84,0,25,,22786,46,,,40,0,0,8,0,7,4,0,18,3,,0,0,0,0,0,11,3,0,0,0,0,4,0,7,0,0,40,4,18,44,14,0,0,0,0,0,0,84,10,0.3351,"",Binghamton,13847,42.1860883,-75.2910162,8443086,59106
12115,127,86,41,70.3,110,0,0,17,0,0,0,110,0,65,90694,49435,112,,,0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,24,0,9,8,10,0,8,44,0,83,44,19,0,0,0,0,0,0,127,0,0.3284,Columbia,Malden bridge,12115,42.477302,-73.5766993,13424429,89031
12720,113,68,45,47.8,53,0,0,60,0,0,0,53,0,46,,26707,172,,,46,0,0,0,0,0,28,0,0,18,,0,0,0,0,0,0,0,11,0,0,17,0,18,0,0,0,46,0,56,46,17,0,0,0,0,0,17,113,0,0.2083,Sullivan,Bethel,12720,41.6459188,-74.907759,33270953,1346407
13651,153,67,86,69.1,153,0,0,0,0,0,0,153,0,82,135833,73103,188,,,43,12,0,6,3,4,9,6,0,3,,0,3,0,0,0,0,6,0,0,5,9,8,9,18,6,18,46,0,98,46,18,0,0,0,0,0,3,153,3,0.3616,"",Watertown,13651,43.8661583,-76.176966,6340095,523635
12841,107,39,68,69.8,107,0,0,0,0,0,0,107,0,68,81250,68639,319,,,45,16,2,3,5,0,7,0,12,0,,2,0,2,2,0,5,10,2,0,8,0,25,3,5,0,4,48,2,57,50,12,0,0,6,0,0,2,107,2,0.5144,Washington,Huletts landing,12841,43.6060069,-73.5330131,43946774,105970
12530,117,92,25,61.2,117,0,0,0,0,0,0,117,0,92,,29367,92,,,50,0,0,0,0,0,25,0,25,0,,0,0,50,0,0,17,0,0,0,0,0,25,0,0,0,0,50,0,67,50,67,0,0,0,0,50,0,117,0,0.3704,"",Mid-Hudson,12530,42.2074588,-73.6877521,896868,0
14041,166,102,64,32,166,0,0,0,0,0,0,166,0,55,55313,24673,114,,,47,0,3,12,3,10,2,0,17,0,,0,0,0,0,3,13,0,0,0,15,0,9,12,0,3,0,50,2,51,52,11,0,0,6,0,9,0,151,53,0.2976,"",Buffalo,14041,42.398835,-78.9715811,5888814,116110
14732,133,71,62,56.2,133,0,0,0,0,0,0,133,0,52,51429,22662,67,,,50,3,6,0,0,13,6,3,14,5,,0,0,0,2,3,6,4,3,0,19,12,0,3,0,0,0,50,4,62,54,5,0,0,0,0,3,0,133,0,0.1798,"",Jamestown,14732,42.2318624,-79.1164139,5794276,0
12407,137,65,72,59.9,115,0,11,11,0,0,0,126,0,69,37404,23970,158,,,51,6,10,0,5,13,11,0,0,6,,3,0,5,3,3,8,23,1,3,9,5,6,0,0,0,0,51,7,79,58,30,0,0,0,0,7,0,137,15,0.2649,Greene,Ashland,12407,42.3176381,-74.358152,8712823,0
12725,130,55,75,56.8,117,0,4,9,0,0,0,121,3,55,83750,43093,282,,,51,0,9,5,2,3,18,0,14,0,,4,1,0,0,0,6,0,4,2,0,7,8,15,3,0,5,58,0,53,58,27,0,3,3,21,3,2,123,26,0.4348,Ulster,Claryville,12725,41.9831829,-74.570105,175564317,268136
12924,88,50,38,47.4,88,0,0,0,0,0,0,88,0,40,70000,29689,98,,,50,19,0,0,0,9,0,22,0,0,,0,0,0,0,11,0,0,0,0,9,0,12,8,0,0,0,50,10,17,60,0,0,0,0,0,0,0,88,10,0.2508,"",Plattsburgh,12924,44.4804672,-73.5810809,7053232,196491
14134,115,57,58,50.8,115,0,0,0,0,0,0,115,0,48,49091,30777,48,,,60,10,0,14,9,5,0,0,3,19,,5,0,0,0,0,0,0,12,11,0,0,12,3,0,0,5,60,4,33,64,5,0,0,13,0,0,7,115,10,0.3724,Erie,Sardinia,14134,42.5276858,-78.5239812,2198365,0
11975,223,126,97,55.4,189,6,0,22,0,0,6,201,0,84,141000,58019,699,,,56,16,0,0,35,2,3,0,0,0,,10,2,0,0,0,0,0,7,0,0,9,2,8,19,11,16,72,4,108,76,63,0,0,8,34,0,0,217,43,0.4131,Suffolk County,"Wainscott CDP, East Hampton village",11975,40.9411073,-72.2444661,7375555,3084061
12089,115,51,64,54.4,115,0,0,0,0,0,0,115,0,64,97500,46938,64,,,44,22,22,0,0,0,0,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,54,0,0,0,0,76,0,39,76,61,0,0,0,0,42,10,115,29,0.127,"",Albany,12089,42.8674925,-73.3127528,1406178,0
14130,165,95,70,52.3,151,9,0,5,0,0,0,160,0,66,45500,19632,76,,,80,6,14,3,3,15,12,16,0,11,,4,4,3,12,3,0,3,3,5,10,3,16,0,0,0,0,80,0,43,80,13,0,0,9,0,11,7,156,19,0.3276,Wyoming County,Pike CDP,14130,42.5559812,-78.147652,2820682,0
12459,196,105,91,62.3,176,0,0,20,0,0,0,176,10,124,42583,34021,241,,,40,0,9,0,21,0,0,0,0,10,,0,0,26,0,0,0,35,30,0,0,0,11,12,10,0,0,80,0,109,80,39,0,10,0,0,26,37,196,0,0.3385,Delaware,New kingston,12459,42.2403819,-74.6788929,19703064,15716
13341,107,52,55,54.3,104,0,3,0,0,0,0,107,3,50,115735,48664,50,,,76,10,0,3,16,15,21,0,0,11,,0,0,0,0,0,0,6,0,0,0,4,10,17,13,0,0,80,0,19,80,24,3,0,11,0,0,0,107,0,0.1859,Oneida,Franklin springs,13341,43.0360865,-75.3968906,476975,0
13774,192,125,67,28.1,192,0,0,0,0,0,0,192,0,70,34200,15067,159,,,81,22,0,0,0,9,0,0,50,0,,0,0,0,0,18,25,13,0,0,0,0,14,0,0,0,0,81,11,38,92,0,0,0,0,0,8,0,192,26,0.2033,Delaware,Fishs eddy,13774,41.9601181,-75.1493846,7420505,386637
13695,184,105,79,56.3,172,4,0,0,0,4,4,184,0,51,105139,28606,205,,,61,11,0,0,6,44,0,0,0,0,,0,0,0,0,0,0,8,0,8,0,0,2,27,6,0,0,96,0,79,96,29,0,0,23,55,0,0,129,0,0.1979,"",Watertown,13695,44.1029291,-74.9222581,44032192,864201
12886,258,119,139,59,258,0,0,0,0,0,0,258,0,129,57266,34980,199,,,89,8,10,21,40,0,5,0,5,0,,5,14,14,8,0,0,0,9,0,16,8,5,42,0,8,0,100,0,143,100,13,0,0,0,7,48,0,258,27,0.3874,Warren,Wevertown,12886,43.6730975,-73.9358903,37328504,246455
14827,185,83,102,40.9,185,0,0,0,0,0,0,185,0,96,65429,34185,113,,,100,39,0,0,42,19,0,0,0,0,,0,0,0,0,0,0,15,0,0,27,35,0,19,0,0,0,100,0,48,100,20,0,0,0,0,0,15,185,0,0.1633,Steuben County,Coopers Plains CDP,14827,42.1806507,-77.1428852,233078,0
14874,216,120,96,57.5,212,0,0,0,0,0,4,216,0,107,41827,27540,245,,,95,2,0,24,13,0,17,27,0,12,,10,8,0,7,6,4,9,13,0,7,16,10,6,11,0,0,101,3,92,104,29,0,0,0,0,4,0,216,13,0.3807,Steuben,Pulteney,14874,42.5301765,-77.175488,5998821,0
12769,160,88,72,49.2,160,0,0,0,0,0,0,160,0,96,,39838,164,,,84,0,0,0,0,17,30,0,28,9,,0,0,0,0,0,27,15,0,0,9,0,28,17,0,0,0,84,24,27,108,27,0,0,0,0,0,0,160,0,0.2462,"",Mid-Hudson,12769,41.657942,-74.467272,12784501,0
12482,369,161,208,62.8,309,0,0,20,0,0,40,349,0,182,42016,24839,282,,,98,0,0,0,15,30,47,0,0,6,,0,0,9,8,9,0,40,42,0,28,28,12,0,0,6,0,108,0,201,108,8,0,0,0,0,10,11,369,14,0.2529,Greene,South cairo,12482,42.2681428,-73.9554463,5726553,0
11962,309,152,157,63.9,307,0,0,2,0,0,0,307,0,132,117500,96793,907,,,61,10,0,0,18,9,3,0,21,0,,0,4,0,0,0,0,0,4,33,6,6,2,16,5,9,47,108,0,163,108,76,0,0,0,0,5,2,309,0,0.5568,Suffolk County,"Sagaponack village, Bridgehampton CDP",11962,40.9308947,-72.2687188,14193970,4426099
12132,267,132,135,59.1,180,0,0,68,5,0,14,199,5,103,51767,23810,134,,,85,60,9,5,0,0,0,0,11,0,,0,9,0,0,0,0,0,0,22,29,24,0,13,0,0,6,98,10,96,108,0,0,5,9,0,0,9,267,68,0.2878,"",Albany,12132,42.4705213,-73.6300307,4814731,0
14856,241,58,183,23.6,241,0,0,0,0,0,0,241,0,112,15089,9411,141,,,82,25,0,29,0,0,0,0,28,0,,26,29,28,0,0,0,0,29,0,0,0,0,0,0,0,0,82,26,29,108,0,0,0,54,0,55,0,137,26,0.3282,"",Elmira,14856,42.3767168,-77.3665059,976583,0
10503,173,71,102,60.9,139,0,15,19,0,0,0,154,54,120,,119014,120,,,120,0,0,34,0,17,15,17,0,37,,17,0,0,0,0,0,15,0,0,0,18,18,0,0,0,52,120,0,53,120,88,0,0,0,0,0,0,173,17,0.4677,Westchester County,Irvington village,10503,41.0265555,-73.8753095,38497,0
12856,137,27,110,50.2,137,0,0,0,0,0,0,137,0,66,50952,23712,275,,,128,54,12,0,0,7,0,47,8,0,,0,0,17,0,0,0,0,0,0,42,0,0,7,0,0,0,128,0,9,128,69,0,0,8,0,0,17,137,0,0.2545,Warren,North river,12856,43.6659402,-74.142961,164698808,2777920
13435,287,141,146,42.3,281,0,1,3,0,0,2,284,0,108,67778,26668,132,,,120,10,2,1,14,1,31,21,39,1,,0,2,3,1,5,16,7,5,3,9,20,13,13,7,2,2,119,17,66,137,21,0,0,7,0,4,2,287,14,0.3184,Oneida County,Prospect village,13435,43.3049812,-75.1507722,539472,0
13484,297,142,155,15.9,297,0,0,0,0,0,0,297,0,79,98703,24639,100,,,90,11,0,0,26,0,0,0,53,0,,0,0,0,0,0,0,0,0,0,14,0,53,12,0,0,0,144,0,0,144,26,0,0,14,0,0,0,297,0,0.0864,"",Utica,13484,42.8663247,-75.6591905,6604475,0
13314,373,203,170,52.8,373,0,0,0,0,0,0,373,0,143,50469,31002,203,,,144,18,14,14,3,23,32,12,21,7,,0,7,3,11,3,13,16,15,2,14,7,21,5,11,0,15,144,0,171,144,37,0,0,21,0,22,8,373,60,0.4371,Madison,Brookfield,13314,42.8165329,-75.3191037,10036666,54450
12422,307,183,124,41.9,307,0,0,0,0,0,0,307,14,103,130313,44700,251,,,155,34,9,18,15,23,17,0,35,4,,2,4,13,0,0,0,0,0,4,9,14,5,0,16,27,9,152,0,86,159,53,0,0,7,0,7,0,307,7,0.3947,Greene,Durham,12422,42.3918293,-74.2132876,26387550,14148
12063,400,178,222,34.1,391,0,9,0,0,0,0,400,0,161,77981,35633,161,,,176,64,0,0,0,0,22,14,14,62,,0,0,0,0,0,49,14,0,0,15,0,45,17,0,9,12,176,0,116,176,76,0,0,0,0,0,0,400,0,0.4077,Rensselaer,East schodack,12063,42.568162,-73.6380492,3690581,10502
12483,285,77,208,65.9,285,0,0,0,0,0,0,285,0,175,,37468,377,,37.4,192,28,37,33,29,47,18,0,0,0,,20,0,21,0,49,18,0,0,0,0,36,0,0,19,0,12,192,0,65,192,0,0,0,26,0,0,21,285,20,0.4925,"",Mid-Hudson,12483,41.6722347,-74.4219006,8587020,76906
12965,596,333,263,38.7,586,0,8,2,0,0,0,594,0,205,41250,19761,242,,51,203,31,23,14,5,32,32,23,33,10,,11,16,7,0,26,12,18,25,2,18,8,36,12,3,7,4,209,15,212,224,59,0,0,10,0,27,26,596,65,0.3949,St. Lawrence,Nicholville,12965,44.703456,-74.6852892,24695434,63924
12041,638,320,318,48,603,0,0,7,0,0,28,631,0,215,90347,31257,237,,,341,8,47,0,40,54,102,10,0,80,,0,0,0,7,0,0,37,0,23,0,31,45,32,20,20,0,350,18,161,368,66,0,0,0,0,9,7,603,9,0.2765,Albany,Clarksville,12041,42.5779433,-73.95266,4097523,0
14627,2360,1272,1088,19.5,1589,170,365,178,0,0,58,2182,51,0,,13912,0,,,797,364,16,0,217,127,56,8,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,104,1368,992,30,30,21,16,2360,0,0,0,0,,Monroe County,Rochester city,14627,43.1286611,-77.6291471,398500,0
14778,1372,632,740,19.8,1058,84,65,141,5,11,8,1231,0,0,,3083,0,,,354,226,4,0,100,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,42,859,513,0,0,0,0,1372,0,0,0,0,,Cattaraugus County,St. Bonaventure CDP,14778,42.0775838,-78.4832395,1076096,0
13748,3779,1898,1881,43,3423,63,0,274,0,0,19,3505,0,1478,57560,27605,1602,,51,1728,200,72,32,157,549,350,167,130,71,,34,70,33,56,46,80,127,0,93,241,193,182,136,106,40,41,1788,135,1029,1923,335,0,0,139,0,133,17,3760,330,0.3532,Broome,Conklin,13748,42.0425748,-75.822509,34336311,1039931
12469,605,274,331,50,576,0,0,25,0,0,4,580,0,265,47917,29975,629,,,284,9,38,43,3,39,64,9,37,42,,0,10,6,19,25,22,15,19,19,35,7,35,27,10,9,7,298,7,230,305,69,0,0,24,0,22,9,605,29,0.375,Albany County,Preston-Potter Hollow CDP,12469,42.4485946,-74.2460971,87813019,51694
12176,517,249,268,48.3,470,0,0,0,0,41,6,517,0,144,75288,27524,216,,,312,34,0,14,48,0,48,0,10,158,,0,9,0,0,0,9,40,0,0,0,11,35,25,0,15,0,321,0,114,321,72,0,0,45,0,17,0,517,88,0.3309,Greene,Surprise,12176,42.3820168,-73.9808619,8614680,257698
12778,628,388,240,47.6,567,0,17,31,0,0,13,597,0,248,,47921,1187,,9,296,19,0,45,38,135,41,0,10,8,,17,0,0,0,0,0,53,19,0,3,10,32,0,40,42,32,340,45,175,385,136,0,0,0,0,10,0,628,37,0.393,Sullivan County,Smallwood CDP,12778,41.6428177,-74.8175449,14798186,289051
12768,794,307,487,46.5,531,0,0,250,13,0,0,544,0,269,71083,30513,962,,9,332,7,22,63,7,37,72,8,110,6,,0,12,20,0,0,10,18,18,8,0,57,49,44,17,16,0,381,20,281,401,63,0,0,0,0,45,0,794,12,0.3105,Sullivan,Parksville,12768,41.8644433,-74.730022,90248811,1341958
11964,2054,1095,959,50.6,1794,0,5,169,0,86,0,1885,0,895,82686,53114,2358,,,857,237,51,130,167,113,0,0,113,46,,0,49,13,0,0,79,0,52,0,0,50,248,53,93,95,163,962,0,686,962,646,0,0,115,16,62,29,1990,92,0.3815,Suffolk County,"Shelter Island CDP, Dering Harbor village, Shelter Island Heights CDP",11964,41.0494834,-72.302316,24282873,27034233
12765,1095,583,512,32.9,936,46,0,18,0,0,95,1077,3,352,88721,35218,419,,,547,64,35,49,35,91,148,39,80,6,,0,28,0,0,0,9,28,0,0,6,53,91,37,9,57,34,547,0,235,547,292,3,0,24,0,34,0,1095,37,0.3251,Sullivan,Neversink,12765,41.8523407,-74.6211649,32358625,122187
13334,1121,629,492,37.3,1118,0,0,0,0,0,3,1121,0,371,53224,21336,766,,,399,18,13,39,85,22,138,3,75,6,,7,43,28,3,7,17,29,40,6,19,73,40,6,22,28,3,529,18,306,547,105,0,0,69,0,83,16,1121,126,0.4013,Madison,Eaton,13334,42.8270395,-75.6564267,75342314,1443832
12781,240,153,87,47.8,83,39,0,118,0,0,0,122,0,113,81563,28362,184,,,117,0,12,0,0,37,14,54,0,0,,0,12,0,0,16,0,0,0,0,0,21,50,14,0,0,0,117,12,75,129,0,0,0,0,0,0,0,240,12,0.2346,"",Mid-Hudson,12781,41.6196738,-74.4663831,11053655,0
12453,291,135,156,38.2,141,0,0,123,0,0,27,168,0,142,36923,34526,222,,,145,0,0,0,28,33,17,0,40,27,,0,0,0,11,0,0,78,0,0,19,7,0,0,0,0,27,145,0,102,145,48,0,0,19,0,11,45,291,0,0.4399,Ulster County,Malden-on-Hudson CDP,12453,42.0933886,-73.9362806,1277725,0
